Vendor Name,Product Setting,Business State/Territory,Specialty,Attestation Date,Attestations
"Greenway Medical Technologies, Inc.",Ambulatory,AR,Others,09/01/2012,1
"Greenway Medical Technologies, Inc.",Ambulatory,MA,Internal Medicine,12/01/2012,1
McKesson,Ambulatory,UT,Gastroenterology,12/01/2012,1
NextGen,Ambulatory,MA,Internal Medicine,12/01/2011,1
Others,Ambulatory,MN,Obstetrics/Gynecology,09/01/2012,3
Allscripts,Ambulatory,ID,Family Practice,09/01/2011,1
Allscripts,Ambulatory,IA,Internal Medicine,10/01/2012,30
Cerner,Ambulatory,FL,Internal Medicine,09/01/2011,1
NextGen,Inpatient,MO,N/A,10/01/2012,1
Cerner,Inpatient,MO,General Surgery,07/01/2012,4
Cerner,Inpatient,WA,N/A,01/01/2012,1
Others,Ambulatory,UT,Optometry,05/01/2012,3
Cerner,Ambulatory,NJ,Optometry,06/01/2012,2
Allscripts,Ambulatory,TX,Family Practice,10/01/2012,26
"Greenway Medical Technologies, Inc.",Ambulatory,AL,Others,08/01/2012,4
Others,Ambulatory,AR,Orthopedic Surgery,12/01/2012,32
Others,Ambulatory,AR,Orthopedic Surgery,12/01/2011,3
Cerner,Ambulatory,WA,Others,12/01/2012,292
GE Healthcare,Ambulatory,TN,Gastroenterology,02/01/2012,1
Epic,Inpatient,MS,Others,01/01/2013,1
Practice Fusion,Ambulatory,IL,Family Practice,05/01/2012,2
eClinicalWorks LLC,Ambulatory,DE,Internal Medicine,06/01/2011,1
eClinicalWorks LLC,Ambulatory,DE,Internal Medicine,06/01/2012,1
Others,Ambulatory,DE,Obstetrics/Gynecology,09/01/2011,3
eClinicalWorks LLC,Ambulatory,NY,Orthopedic Surgery,12/01/2012,5
GE Healthcare,Ambulatory,NV,Others,07/01/2012,4
Others,Ambulatory,WA,Internal Medicine,10/01/2011,4
Others,Ambulatory,WA,Internal Medicine,10/01/2012,7
eClinicalWorks LLC,Ambulatory,MT,Orthopedic Surgery,12/01/2012,3
GE Healthcare,Ambulatory,CO,Obstetrics/Gynecology,10/01/2012,2
"Greenway Medical Technologies, Inc.",Ambulatory,NM,Podiatry,01/01/2012,4
"Greenway Medical Technologies, Inc.",Ambulatory,NM,Podiatry,01/01/2013,5
Practice Fusion,Ambulatory,NY,Family Practice,12/01/2011,7
Practice Fusion,Ambulatory,NY,Family Practice,12/01/2012,7
eClinicalWorks LLC,Ambulatory,NY,Family Practice,06/01/2012,4
GE Healthcare,Ambulatory,VA,Gastroenterology,10/01/2012,4
"Greenway Medical Technologies, Inc.",Ambulatory,AL,Cardiovascular Disease (Cardiology),07/01/2012,3
Epic,Ambulatory,IL,General Surgery,09/01/2011,1
Cerner,Inpatient,CA,Others,01/01/2013,3
McKesson,Ambulatory,VA,General Surgery,11/01/2012,7
Epic,Ambulatory,IL,General Surgery,09/01/2012,3
Others,Ambulatory,MI,Podiatry,05/01/2011,2
Others,Ambulatory,MI,Podiatry,05/01/2012,4
NextGen,Ambulatory,KS,Others,08/01/2012,1
NextGen,Ambulatory,VA,Others,07/01/2012,2
Others,Ambulatory,AK,Internal Medicine,10/01/2012,1
Others,Ambulatory,FL,Optometry,12/01/2012,35
Others,Ambulatory,FL,Optometry,12/01/2011,25
Epic,Inpatient,IA,N/A,09/01/2012,2
Epic,Ambulatory,LA,Orthopedic Surgery,11/01/2012,18
McKesson,Ambulatory,WV,Family Practice,07/01/2012,1
NextGen,Ambulatory,NJ,Family Practice,10/01/2012,8
Others,Ambulatory,FL,Optometry,02/01/2012,33
Practice Fusion,Ambulatory,NY,Podiatry,10/01/2012,7
GE Healthcare,Ambulatory,CO,Orthopedic Surgery,07/01/2011,1
GE Healthcare,Ambulatory,CO,Orthopedic Surgery,07/01/2012,4
Others,Inpatient,MS,N/A,01/01/2012,1
Allscripts,Inpatient,VA,Optometry,02/01/2012,1
Others,Ambulatory,NE,Family Practice,09/01/2012,1
Others,Ambulatory,NE,Family Practice,09/01/2011,4
Others,Ambulatory,OK,Cardiovascular Disease (Cardiology),09/01/2012,1
Cerner,Inpatient,FL,N/A,10/01/2011,1
Cerner,Inpatient,FL,N/A,10/01/2012,31
"Greenway Medical Technologies, Inc.",Ambulatory,WA,Others,12/01/2011,6
"Greenway Medical Technologies, Inc.",Ambulatory,WA,Others,12/01/2012,2
eClinicalWorks LLC,Ambulatory,FL,Family Practice,02/01/2012,8
Allscripts,Inpatient,TN,N/A,01/01/2012,1
NextGen,Ambulatory,TX,Others,09/01/2012,1
Others,Ambulatory,NV,Orthopedic Surgery,11/01/2012,3
Others,Ambulatory,AR,Internal Medicine,12/01/2011,1
Others,Ambulatory,AR,Internal Medicine,12/01/2012,3
GE Healthcare,Ambulatory,NY,Gastroenterology,01/01/2012,4
GE Healthcare,Ambulatory,NY,Gastroenterology,01/01/2013,10
Others,Ambulatory,AZ,Optometry,09/01/2012,3
Others,Ambulatory,AZ,Optometry,09/01/2011,3
"Greenway Medical Technologies, Inc.",Ambulatory,TN,Others,06/01/2012,3
Others,Ambulatory,NC,Optometry,01/01/2013,186
Others,Ambulatory,NC,Optometry,01/01/2012,74
Cerner,Ambulatory,AL,Family Practice,07/01/2012,2
Allscripts,Ambulatory,TN,Others,04/01/2012,8
eClinicalWorks LLC,Ambulatory,NC,General Surgery,01/01/2012,2
Practice Fusion,Ambulatory,PR,Family Practice,01/01/2013,1
Others,Ambulatory,ID,Podiatry,12/01/2011,1
Others,Ambulatory,ID,Podiatry,12/01/2012,1
Others,Ambulatory,MA,Family Practice,02/01/2012,17
GE Healthcare,Ambulatory,FL,Others,01/01/2012,4
GE Healthcare,Ambulatory,FL,Others,01/01/2013,25
Others,Ambulatory,MD,Family Practice,11/01/2012,8
NextGen,Ambulatory,GA,Family Practice,01/01/2013,10
NextGen,Ambulatory,GA,Family Practice,01/01/2012,3
Others,Ambulatory,FL,Optometry,01/01/2012,61
Others,Ambulatory,FL,Optometry,01/01/2013,137
Practice Fusion,Ambulatory,WA,Cardiovascular Disease (Cardiology),01/01/2013,1
Practice Fusion,Ambulatory,WA,Cardiovascular Disease (Cardiology),01/01/2012,1
Epic,Ambulatory,IL,Others,12/01/2012,69
Epic,Ambulatory,IL,Others,12/01/2011,274
NextGen,Ambulatory,AL,Others,08/01/2012,1
Practice Fusion,Ambulatory,LA,Cardiovascular Disease (Cardiology),02/01/2012,1
Others,Ambulatory,SC,Internal Medicine,01/01/2012,5
Epic,Inpatient,OR,N/A,11/01/2012,5
Epic,Inpatient,OR,N/A,11/01/2011,1
Cerner,Ambulatory,VA,Podiatry,03/01/2012,1
Epic,Ambulatory,CT,Others,10/01/2012,18
Cerner,Ambulatory,NY,Others,06/01/2012,2
NextGen,Ambulatory,CA,Orthopedic Surgery,06/01/2012,2
Others,Ambulatory,MN,Family Practice,08/01/2012,3
Epic,Inpatient,HI,Gastroenterology,04/01/2012,1
McKesson,Ambulatory,WV,General Surgery,11/01/2012,1
Epic,Ambulatory,IN,General Surgery,10/01/2012,1
Others,Ambulatory,DE,Cardiovascular Disease (Cardiology),10/01/2012,18
Others,Ambulatory,AZ,Optometry,11/01/2012,15
Allscripts,Ambulatory,PA,General Surgery,07/01/2012,7
Others,Inpatient,MT,N/A,09/01/2011,2
Others,Inpatient,MT,N/A,09/01/2012,4
eClinicalWorks LLC,Ambulatory,CA,Gastroenterology,10/01/2012,6
Others,Ambulatory,VA,Optometry,12/01/2011,9
Others,Ambulatory,VA,Optometry,12/01/2012,23
Others,Ambulatory,CA,General Surgery,01/01/2012,7
Others,Ambulatory,CA,General Surgery,01/01/2013,29
Others,Ambulatory,PR,Obstetrics/Gynecology,01/01/2012,2
NextGen,Ambulatory,VA,Orthopedic Surgery,04/01/2012,2
Cerner,Ambulatory,WA,Optometry,12/01/2012,16
Others,Ambulatory,NV,Obstetrics/Gynecology,06/01/2012,1
Others,Ambulatory,HI,Optometry,05/01/2012,3
GE Healthcare,Ambulatory,TN,Podiatry,12/01/2012,1
eClinicalWorks LLC,Ambulatory,TX,Gastroenterology,07/01/2012,2
NextGen,Ambulatory,FL,Others,05/01/2012,8
"Greenway Medical Technologies, Inc.",Ambulatory,NC,Others,04/01/2012,7
Others,Ambulatory,PR,Cardiovascular Disease (Cardiology),09/01/2012,2
Others,Ambulatory,RI,Cardiovascular Disease (Cardiology),05/01/2012,1
Allscripts,Ambulatory,VA,Internal Medicine,08/01/2012,19
NextGen,Ambulatory,OR,Internal Medicine,05/01/2012,1
Others,Ambulatory,TX,Podiatry,01/01/2012,18
Others,Ambulatory,TX,Podiatry,01/01/2013,57
"Greenway Medical Technologies, Inc.",Ambulatory,TN,Orthopedic Surgery,01/01/2013,4
eClinicalWorks LLC,Ambulatory,TN,Internal Medicine,09/01/2012,4
Others,Ambulatory,LA,Optometry,12/01/2012,4
Others,Ambulatory,LA,Optometry,12/01/2011,2
eClinicalWorks LLC,Ambulatory,TN,Internal Medicine,09/01/2011,2
Others,Ambulatory,WI,Podiatry,07/01/2012,3
Others,Ambulatory,GA,Cardiovascular Disease (Cardiology),08/01/2012,18
Others,Ambulatory,GA,Cardiovascular Disease (Cardiology),08/01/2011,2
Others,Ambulatory,NV,Others,10/01/2012,9
Others,Ambulatory,NV,Others,10/01/2011,6
Cerner,Inpatient,FL,Family Practice,01/01/2013,51
Others,Ambulatory,OK,Others,09/01/2011,9
Others,Ambulatory,DC,Family Practice,01/01/2013,1
Allscripts,Ambulatory,NC,Orthopedic Surgery,09/01/2012,5
Epic,Ambulatory,MA,Optometry,05/01/2011,12
NextGen,Ambulatory,TN,Others,04/01/2011,5
NextGen,Ambulatory,TN,Others,04/01/2012,7
"Greenway Medical Technologies, Inc.",Ambulatory,CT,Internal Medicine,08/01/2012,3
McKesson,Inpatient,IN,N/A,09/01/2012,1
NextGen,Ambulatory,VA,Family Practice,09/01/2012,4
Allscripts,Ambulatory,AZ,Family Practice,08/01/2012,5
Others,Ambulatory,MA,Obstetrics/Gynecology,11/01/2012,15
Epic,Ambulatory,CA,Cardiovascular Disease (Cardiology),12/01/2012,16
Epic,Ambulatory,CA,Cardiovascular Disease (Cardiology),12/01/2011,7
Others,Ambulatory,DC,Optometry,01/01/2013,4
McKesson,Ambulatory,WA,Others,10/01/2012,6
Practice Fusion,Ambulatory,TX,Others,06/01/2012,2
Practice Fusion,Ambulatory,TX,Others,06/01/2011,1
NextGen,Ambulatory,PA,Gastroenterology,05/01/2012,4
Allscripts,Ambulatory,NY,Internal Medicine,06/01/2012,2
eClinicalWorks LLC,Ambulatory,PA,General Surgery,07/01/2012,1
eClinicalWorks LLC,Ambulatory,CT,Obstetrics/Gynecology,11/01/2012,1
Others,Ambulatory,KY,Podiatry,10/01/2011,3
Others,Ambulatory,KY,Podiatry,10/01/2012,1
Allscripts,Ambulatory,MD,Family Practice,07/01/2012,1
eClinicalWorks LLC,Ambulatory,TX,Gastroenterology,11/01/2012,3
eClinicalWorks LLC,Ambulatory,TX,Gastroenterology,11/01/2011,14
Others,Inpatient,NH,N/A,08/01/2012,1
McKesson,Ambulatory,CO,Podiatry,12/01/2011,4
Others,Ambulatory,MD,Gastroenterology,04/01/2012,5
NextGen,Ambulatory,PA,Others,04/01/2012,3
Others,Ambulatory,OR,Cardiovascular Disease (Cardiology),12/01/2012,2
Practice Fusion,Ambulatory,PA,Internal Medicine,06/01/2011,1
Practice Fusion,Ambulatory,PA,Internal Medicine,06/01/2012,1
McKesson,Inpatient,LA,N/A,08/01/2012,1
McKesson,Ambulatory,RI,Gastroenterology,02/01/2012,3
Practice Fusion,Ambulatory,AL,Internal Medicine,12/01/2011,1
Practice Fusion,Ambulatory,AL,Internal Medicine,12/01/2012,3
NextGen,Ambulatory,MI,General Surgery,07/01/2012,1
NextGen,Ambulatory,CT,Obstetrics/Gynecology,01/01/2013,17
Epic,Ambulatory,NY,Others,06/01/2011,1
Epic,Ambulatory,NY,Others,06/01/2012,20
Allscripts,Ambulatory,IN,Obstetrics/Gynecology,12/01/2012,7
Allscripts,Ambulatory,IN,Obstetrics/Gynecology,12/01/2011,8
eClinicalWorks LLC,Ambulatory,MA,General Surgery,12/01/2011,1
eClinicalWorks LLC,Ambulatory,MA,General Surgery,12/01/2012,3
Cerner,Inpatient,MO,N/A,10/01/2012,1
Allscripts,Ambulatory,GA,Gastroenterology,02/01/2012,2
Allscripts,Ambulatory,NV,Optometry,01/01/2013,1
Allscripts,Ambulatory,IA,Cardiovascular Disease (Cardiology),08/01/2012,5
NextGen,Ambulatory,NH,Others,03/01/2012,9
Others,Ambulatory,AK,Internal Medicine,12/01/2011,2
Others,Ambulatory,AL,Family Practice,10/01/2011,9
Others,Ambulatory,AL,Family Practice,10/01/2012,18
"Greenway Medical Technologies, Inc.",Ambulatory,KY,Others,04/01/2012,3
Allscripts,Ambulatory,PA,Others,09/01/2012,33
Allscripts,Ambulatory,PA,Others,09/01/2011,1
Epic,Inpatient,MI,N/A,01/01/2012,1
Practice Fusion,Ambulatory,NJ,Internal Medicine,10/01/2012,5
Allscripts,Ambulatory,WV,Internal Medicine,05/01/2012,1
Others,Ambulatory,FL,Cardiovascular Disease (Cardiology),04/01/2011,3
McKesson,Ambulatory,GA,Internal Medicine,01/01/2012,2
McKesson,Ambulatory,GA,Internal Medicine,01/01/2013,2
Others,Ambulatory,NM,Family Practice,10/01/2011,4
Others,Ambulatory,NM,Family Practice,10/01/2012,2
GE Healthcare,Ambulatory,FL,Orthopedic Surgery,07/01/2011,1
Practice Fusion,Ambulatory,MD,Internal Medicine,04/01/2012,2
Epic,Ambulatory,MO,General Surgery,01/01/2013,9
Cerner,Inpatient,FL,N/A,09/01/2012,8
Cerner,Inpatient,FL,N/A,09/01/2011,3
Others,Ambulatory,PR,Internal Medicine,05/01/2012,2
McKesson,Ambulatory,OH,Others,11/01/2012,12
Allscripts,Ambulatory,AL,Family Practice,12/01/2011,6
Allscripts,Ambulatory,AL,Family Practice,12/01/2012,4
GE Healthcare,Ambulatory,NH,Obstetrics/Gynecology,01/01/2013,1
GE Healthcare,Ambulatory,NH,Obstetrics/Gynecology,01/01/2012,4
Others,Ambulatory,FL,Cardiovascular Disease (Cardiology),09/01/2012,11
Others,Ambulatory,AZ,Gastroenterology,01/01/2013,13
Others,Ambulatory,AZ,Gastroenterology,01/01/2012,8
NextGen,Ambulatory,CT,Cardiovascular Disease (Cardiology),10/01/2011,4
Others,Ambulatory,CT,Optometry,12/01/2012,1
Others,Ambulatory,CT,Optometry,12/01/2011,1
eClinicalWorks LLC,Ambulatory,MI,Others,11/01/2012,2
Others,Inpatient,MT,N/A,08/01/2012,1
eClinicalWorks LLC,Ambulatory,MI,Others,11/01/2011,2
NextGen,Ambulatory,NY,Internal Medicine,02/01/2012,59
Cerner,Ambulatory,MO,Others,07/01/2012,14
Cerner,Ambulatory,MO,Others,07/01/2011,1
Practice Fusion,Ambulatory,IA,Family Practice,12/01/2011,3
Others,Inpatient,AR,N/A,01/01/2013,2
Others,Inpatient,AR,N/A,01/01/2012,3
eClinicalWorks LLC,Ambulatory,AL,Family Practice,09/01/2011,1
Allscripts,Ambulatory,NC,Internal Medicine,08/01/2012,25
Allscripts,Ambulatory,NC,Internal Medicine,08/01/2011,7
McKesson,Ambulatory,WV,Family Practice,06/01/2012,1
Epic,Ambulatory,OH,General Surgery,08/01/2012,20
Epic,Ambulatory,OH,General Surgery,08/01/2011,10
McKesson,Ambulatory,TX,Others,03/01/2012,1
NextGen,Ambulatory,PA,General Surgery,12/01/2012,1
Practice Fusion,Ambulatory,NY,Cardiovascular Disease (Cardiology),02/01/2012,2
NextGen,Ambulatory,PA,General Surgery,12/01/2011,3
eClinicalWorks LLC,Ambulatory,MO,Optometry,01/01/2012,2
eClinicalWorks LLC,Ambulatory,FL,Podiatry,10/01/2012,1
McKesson,Ambulatory,IL,Cardiovascular Disease (Cardiology),11/01/2012,4
Allscripts,Ambulatory,SD,Internal Medicine,12/01/2011,1
McKesson,Ambulatory,GA,Orthopedic Surgery,12/01/2011,4
McKesson,Ambulatory,GA,Orthopedic Surgery,12/01/2012,3
Practice Fusion,Ambulatory,NJ,Family Practice,08/01/2012,1
Others,Ambulatory,OH,General Surgery,08/01/2012,1
Others,Ambulatory,OH,General Surgery,08/01/2011,3
McKesson,Ambulatory,CT,Others,12/01/2012,2
Others,Ambulatory,IL,Others,08/01/2012,31
Others,Ambulatory,IL,Others,08/01/2011,13
"Greenway Medical Technologies, Inc.",Ambulatory,IN,Internal Medicine,04/01/2012,1
NextGen,Ambulatory,IN,Obstetrics/Gynecology,01/01/2013,4
McKesson,Ambulatory,TX,Family Practice,03/01/2012,1
"Greenway Medical Technologies, Inc.",Ambulatory,NC,Internal Medicine,01/01/2012,1
"Greenway Medical Technologies, Inc.",Ambulatory,NC,Internal Medicine,01/01/2013,5
Epic,Ambulatory,NV,Family Practice,10/01/2012,13
Cerner,Ambulatory,OR,Others,12/01/2011,4
"Greenway Medical Technologies, Inc.",Ambulatory,NE,Internal Medicine,10/01/2012,2
GE Healthcare,Ambulatory,OH,Obstetrics/Gynecology,09/01/2011,2
Epic,Inpatient,HI,Others,11/01/2011,2
"Greenway Medical Technologies, Inc.",Ambulatory,TX,Cardiovascular Disease (Cardiology),09/01/2012,3
Epic,Inpatient,WI,Family Practice,12/01/2012,1
Others,Ambulatory,AR,General Surgery,01/01/2013,9
Others,Ambulatory,AR,General Surgery,01/01/2012,2
Others,Ambulatory,IL,Obstetrics/Gynecology,12/01/2012,8
Others,Ambulatory,IL,Obstetrics/Gynecology,12/01/2011,6
eClinicalWorks LLC,Ambulatory,SD,Obstetrics/Gynecology,01/01/2012,2
Others,Ambulatory,AZ,Podiatry,04/01/2011,1
Cerner,Ambulatory,NC,Obstetrics/Gynecology,11/01/2012,8
Allscripts,Ambulatory,AZ,Gastroenterology,01/01/2013,1
Cerner,Inpatient,NJ,Others,01/01/2013,4
Epic,Ambulatory,CA,Obstetrics/Gynecology,08/01/2011,10
Epic,Ambulatory,IL,Orthopedic Surgery,01/01/2013,8
Epic,Ambulatory,IL,Orthopedic Surgery,01/01/2012,14
Allscripts,Inpatient,IL,N/A,11/01/2012,2
eClinicalWorks LLC,Ambulatory,CA,Family Practice,11/01/2012,5
eClinicalWorks LLC,Ambulatory,CA,Family Practice,11/01/2011,7
Others,Ambulatory,KS,Family Practice,07/01/2012,3
NextGen,Ambulatory,VA,Cardiovascular Disease (Cardiology),08/01/2012,5
eClinicalWorks LLC,Ambulatory,GA,Family Practice,07/01/2012,5
Others,Ambulatory,NJ,Optometry,09/01/2011,3
Others,Ambulatory,NJ,Optometry,09/01/2012,3
eClinicalWorks LLC,Ambulatory,GA,Family Practice,07/01/2011,1
Allscripts,Ambulatory,AZ,Internal Medicine,05/01/2012,7
Others,Ambulatory,OR,Internal Medicine,06/01/2012,2
eClinicalWorks LLC,Ambulatory,CA,Others,12/01/2012,14
eClinicalWorks LLC,Ambulatory,CA,Others,12/01/2011,26
Epic,Ambulatory,LA,Gastroenterology,10/01/2012,5
GE Healthcare,Ambulatory,MA,Obstetrics/Gynecology,04/01/2012,12
Epic,Ambulatory,CT,Others,11/01/2012,14
eClinicalWorks LLC,Ambulatory,IA,Internal Medicine,11/01/2012,2
NextGen,Ambulatory,PA,Others,07/01/2012,1
eClinicalWorks LLC,Ambulatory,NJ,Family Practice,10/01/2012,4
eClinicalWorks LLC,Ambulatory,NJ,Family Practice,10/01/2011,1
Allscripts,Ambulatory,OH,Internal Medicine,09/01/2012,9
Others,Ambulatory,CT,Others,07/01/2011,5
McKesson,Inpatient,SC,N/A,06/01/2012,2
Epic,Ambulatory,CA,Optometry,01/01/2012,1
Epic,Ambulatory,CA,Optometry,01/01/2013,1
NextGen,Ambulatory,MI,General Surgery,04/01/2012,1
McKesson,Ambulatory,NV,Others,08/01/2012,1
eClinicalWorks LLC,Ambulatory,IL,Orthopedic Surgery,04/01/2012,8
NextGen,Ambulatory,TX,Family Practice,12/01/2012,5
NextGen,Ambulatory,TX,Family Practice,12/01/2011,19
Epic,Ambulatory,CT,General Surgery,10/01/2012,1
McKesson,Ambulatory,WY,Others,01/01/2013,1
NextGen,Ambulatory,FL,Obstetrics/Gynecology,05/01/2012,2
NextGen,Ambulatory,FL,Internal Medicine,03/01/2012,1
eClinicalWorks LLC,Ambulatory,IA,Podiatry,12/01/2012,2
Others,Ambulatory,MN,Orthopedic Surgery,02/01/2012,1
Cerner,Ambulatory,FL,General Surgery,01/01/2013,37
Others,Ambulatory,VA,General Surgery,12/01/2011,1
Others,Ambulatory,VA,General Surgery,12/01/2012,1
Others,Ambulatory,AL,Family Practice,05/01/2012,10
Others,Ambulatory,FL,Cardiovascular Disease (Cardiology),06/01/2011,1
Cerner,Ambulatory,LA,General Surgery,08/01/2012,3
GE Healthcare,Ambulatory,DC,General Surgery,06/01/2012,1
eClinicalWorks LLC,Ambulatory,PA,Obstetrics/Gynecology,02/01/2012,2
"Greenway Medical Technologies, Inc.",Ambulatory,AL,Obstetrics/Gynecology,07/01/2012,11
eClinicalWorks LLC,Ambulatory,MD,Others,04/01/2011,2
Others,Ambulatory,MI,General Surgery,09/01/2012,4
eClinicalWorks LLC,Ambulatory,CA,Others,02/01/2012,28
McKesson,Ambulatory,NV,Others,07/01/2012,1
Others,Ambulatory,TX,Others,06/01/2012,32
eClinicalWorks LLC,Ambulatory,ME,Cardiovascular Disease (Cardiology),01/01/2013,2
Others,Ambulatory,MN,Others,04/01/2012,8
"Greenway Medical Technologies, Inc.",Ambulatory,VA,Others,10/01/2011,2
Others,Ambulatory,IA,Orthopedic Surgery,09/01/2012,10
"Greenway Medical Technologies, Inc.",Ambulatory,VA,Others,10/01/2012,6
eClinicalWorks LLC,Ambulatory,RI,Orthopedic Surgery,01/01/2013,1
Cerner,Ambulatory,NY,Family Practice,01/01/2013,2
Cerner,Ambulatory,NY,Family Practice,01/01/2012,2
Others,Ambulatory,AZ,Others,08/01/2011,1
Others,Ambulatory,WY,Others,08/01/2012,1
Practice Fusion,Ambulatory,MD,General Surgery,12/01/2012,1
Allscripts,Ambulatory,MO,Family Practice,04/01/2012,2
NextGen,Ambulatory,OR,Others,12/01/2011,7
NextGen,Ambulatory,OR,Others,12/01/2012,5
Allscripts,Ambulatory,SC,Obstetrics/Gynecology,01/01/2013,9
Others,Ambulatory,MI,General Surgery,11/01/2011,2
Others,Ambulatory,MI,General Surgery,11/01/2012,3
Cerner,Inpatient,OR,N/A,02/01/2012,3
Others,Ambulatory,OH,Gastroenterology,06/01/2012,3
Epic,Ambulatory,MD,Cardiovascular Disease (Cardiology),01/01/2013,13
Epic,Ambulatory,MD,Cardiovascular Disease (Cardiology),01/01/2012,1
Others,Ambulatory,MS,Optometry,06/01/2012,1
Practice Fusion,Ambulatory,MO,Gastroenterology,08/01/2012,1
eClinicalWorks LLC,Ambulatory,KY,Internal Medicine,09/01/2012,3
Cerner,Ambulatory,NM,Others,11/01/2012,14
"Greenway Medical Technologies, Inc.",Ambulatory,NJ,Internal Medicine,01/01/2013,4
Epic,Ambulatory,CA,Gastroenterology,05/01/2012,4
GE Healthcare,Ambulatory,MA,Cardiovascular Disease (Cardiology),07/01/2012,1
eClinicalWorks LLC,Ambulatory,IL,Obstetrics/Gynecology,08/01/2011,1
GE Healthcare,Ambulatory,MA,General Surgery,05/01/2012,1
Epic,Ambulatory,KS,Internal Medicine,05/01/2012,8
Cerner,Ambulatory,WI,Family Practice,04/01/2011,10
Others,Ambulatory,IL,Podiatry,09/01/2011,5
Others,Ambulatory,IL,Podiatry,09/01/2012,5
Epic,Inpatient,WA,N/A,10/01/2012,3
NextGen,Ambulatory,IA,Others,02/01/2012,2
Others,Ambulatory,NY,Others,12/01/2012,241
Others,Ambulatory,NY,Others,12/01/2011,110
Cerner,Inpatient,MS,N/A,04/01/2012,1
GE Healthcare,Ambulatory,WA,Orthopedic Surgery,06/01/2012,4
Epic,Ambulatory,NY,Obstetrics/Gynecology,02/01/2012,19
eClinicalWorks LLC,Ambulatory,WV,Others,01/01/2012,1
Others,Ambulatory,MN,Cardiovascular Disease (Cardiology),10/01/2012,5
"Greenway Medical Technologies, Inc.",Ambulatory,SC,Family Practice,01/01/2013,6
"Greenway Medical Technologies, Inc.",Ambulatory,SC,Family Practice,01/01/2012,3
GE Healthcare,Ambulatory,OK,Internal Medicine,12/01/2012,1
Epic,Ambulatory,IA,Family Practice,01/01/2012,8
Epic,Ambulatory,IA,Family Practice,01/01/2013,36
NextGen,Ambulatory,KS,Family Practice,11/01/2012,9
Cerner,Ambulatory,PA,Others,12/01/2012,6
Others,Ambulatory,NH,Podiatry,01/01/2012,2
Others,Ambulatory,NH,Podiatry,01/01/2013,4
GE Healthcare,Ambulatory,MO,Internal Medicine,10/01/2012,17
McKesson,Ambulatory,AR,Others,12/01/2012,2
Others,Ambulatory,GA,Internal Medicine,08/01/2011,5
McKesson,Ambulatory,AR,Others,12/01/2011,1
NextGen,Ambulatory,MO,Cardiovascular Disease (Cardiology),10/01/2011,5
NextGen,Ambulatory,MO,Cardiovascular Disease (Cardiology),10/01/2012,12
GE Healthcare,Ambulatory,OR,Gastroenterology,10/01/2011,31
GE Healthcare,Ambulatory,OR,Gastroenterology,10/01/2012,1
Others,Ambulatory,MN,Podiatry,09/01/2012,5
Others,Ambulatory,MN,Podiatry,09/01/2011,3
Cerner,Inpatient,AZ,Obstetrics/Gynecology,01/01/2013,12
"Greenway Medical Technologies, Inc.",Ambulatory,CO,Obstetrics/Gynecology,06/01/2012,1
