Vendor Name,Product Setting,Business State/Territory,Specialty,Attestation Date,Attestations
Allscripts,Ambulatory,MI,Family Practice,06/2012,13
Practice Fusion,Ambulatory,NY,Orthopedic Surgery,10/2012,1
NextGen,Ambulatory,NE,Family Practice,01/2013,1
NextGen,Ambulatory,NE,Family Practice,01/2012,10
Others,Ambulatory,WI,Optometry,08/2012,2
GE Healthcare,Ambulatory,NH,Cardiology,01/2013,19
GE Healthcare,Ambulatory,NH,Cardiology,01/2012,4
eClinicalWorks LLC,Ambulatory,IA,Gastroenterology,01/2013,3
Cerner,Ambulatory,FL,Podiatry,01/2013,31
Cerner,Ambulatory,FL,Podiatry,01/2012,5
McKesson,Inpatient,MI,N/A,10/2012,2
Others,Ambulatory,MD,Internal Medicine,10/2011,10
Others,Ambulatory,MD,Internal Medicine,10/2012,15
eClinicalWorks LLC,Ambulatory,ID,Others,01/2013,6
Others,Ambulatory,SD,Cardiology,01/2012,1
eClinicalWorks LLC,Ambulatory,NC,Gastroenterology,09/2011,1
eClinicalWorks LLC,Ambulatory,NC,Gastroenterology,09/2012,2
Practice Fusion,Ambulatory,NY,Family Practice,01/2013,19
Practice Fusion,Ambulatory,NY,Family Practice,01/2012,4
Cerner,Ambulatory,MN,General Surgery,08/2012,4
NextGen,Ambulatory,IN,Orthopedic Surgery,01/2013,3
Others,Ambulatory,CA,Gastroenterology,04/2012,1
Practice Fusion,Ambulatory,WA,Cardiology,01/2012,1
Others,Ambulatory,LA,General Surgery,04/2012,1
Epic,Ambulatory,MA,Family Practice,05/2011,14
NextGen,Ambulatory,OH,General Surgery,01/2013,1
Others,Ambulatory,OR,Optometry,09/2011,1
Others,Inpatient,SC,N/A,01/2013,4
GE Healthcare,Ambulatory,MA,Others,11/2012,10
Greenway Medical,Ambulatory,OR,Family Practice,01/2012,1
Greenway Medical,Ambulatory,OR,Family Practice,01/2013,12
Greenway Medical,Ambulatory,KY,General Surgery,12/2012,2
eClinicalWorks LLC,Ambulatory,MA,Obstetrics/Gynecology,01/2013,12
eClinicalWorks LLC,Ambulatory,MA,Obstetrics/Gynecology,01/2012,1
eClinicalWorks LLC,Ambulatory,NE,Others,02/2012,1
Others,Ambulatory,KY,Family Practice,02/2012,3
McKesson,Ambulatory,OR,General Surgery,11/2012,1
Epic,Ambulatory,PA,Obstetrics/Gynecology,10/2012,23
Allscripts,Ambulatory,MO,Optometry,11/2012,1
Epic,Ambulatory,WI,Podiatry,02/2012,6
eClinicalWorks LLC,Ambulatory,IL,General Surgery,12/2012,1
Others,Ambulatory,MN,Others,07/2011,1
Others,Ambulatory,MN,Others,07/2012,7
Allscripts,Ambulatory,GA,General Surgery,11/2012,7
Epic,Ambulatory,OR,Gastroenterology,12/2011,1
Epic,Inpatient,OH,N/A,07/2012,2
NextGen,Ambulatory,NC,Family Practice,10/2012,1
Greenway Medical,Ambulatory,PA,General Surgery,01/2013,2
Epic,Ambulatory,IN,General Surgery,01/2013,18
GE Healthcare,Ambulatory,FL,Obstetrics/Gynecology,09/2011,1
GE Healthcare,Ambulatory,FL,Obstetrics/Gynecology,09/2012,12
Others,Ambulatory,TX,General Surgery,07/2011,1
Others,Ambulatory,TX,General Surgery,07/2012,3
GE Healthcare,Ambulatory,NY,Family Practice,08/2012,1
Others,Ambulatory,NJ,Family Practice,04/2012,19
Others,Ambulatory,NJ,Family Practice,04/2011,1
Cerner,Inpatient,IL,N/A,04/2012,4
Greenway Medical,Ambulatory,TX,Family Practice,09/2011,1
Greenway Medical,Ambulatory,TX,Family Practice,09/2012,2
Allscripts,Ambulatory,MD,Others,10/2011,3
Allscripts,Ambulatory,MD,Others,10/2012,9
Others,Ambulatory,MS,Others,10/2012,4
Others,Ambulatory,MS,Others,10/2011,10
Practice Fusion,Ambulatory,MS,Internal Medicine,06/2012,1
Practice Fusion,Ambulatory,PA,Family Practice,11/2012,1
eClinicalWorks LLC,Ambulatory,WV,Internal Medicine,12/2011,1
eClinicalWorks LLC,Ambulatory,WV,Internal Medicine,12/2012,1
eClinicalWorks LLC,Ambulatory,SC,Family Practice,01/2013,22
eClinicalWorks LLC,Ambulatory,SC,Family Practice,01/2012,5
Epic,Inpatient,HI,Family Practice,11/2012,2
Epic,Inpatient,HI,Family Practice,11/2011,1
Others,Ambulatory,UT,Obstetrics/Gynecology,10/2011,1
Allscripts,Ambulatory,NH,Family Practice,01/2013,19
Cerner,Inpatient,MI,Others,01/2013,1
Epic,Ambulatory,TX,Obstetrics/Gynecology,01/2013,10
Others,Ambulatory,KS,Others,09/2012,6
Cerner,Ambulatory,IA,Internal Medicine,04/2011,2
Others,Ambulatory,KS,Others,12/2011,26
Epic,Ambulatory,CA,Others,11/2011,22
Allscripts,Ambulatory,FL,Family Practice,11/2011,1
Allscripts,Ambulatory,FL,Family Practice,11/2012,31
Epic,Ambulatory,CA,Others,11/2012,102
Others,Ambulatory,CT,Orthopedic Surgery,06/2012,2
NextGen,Ambulatory,UT,Family Practice,09/2012,2
GE Healthcare,Ambulatory,DC,Internal Medicine,11/2012,1
McKesson,Inpatient,MN,N/A,01/2012,1
NextGen,Ambulatory,KS,Others,02/2012,3
Others,Inpatient,WI,N/A,04/2012,1
Allscripts,Ambulatory,AR,Orthopedic Surgery,11/2012,1
Others,Ambulatory,NC,Family Practice,12/2012,22
Allscripts,Ambulatory,NY,Obstetrics/Gynecology,01/2012,1
Allscripts,Ambulatory,NY,Obstetrics/Gynecology,01/2013,21
McKesson,Ambulatory,IL,Family Practice,06/2012,1
Greenway Medical,Ambulatory,KS,Family Practice,04/2012,1
Others,Ambulatory,ID,Cardiology,01/2013,4
McKesson,Ambulatory,AK,Family Practice,07/2012,1
Greenway Medical,Ambulatory,MT,Obstetrics/Gynecology,06/2012,3
NextGen,Ambulatory,IL,Internal Medicine,08/2012,4
Epic,Ambulatory,MI,Family Practice,01/2013,64
Cerner,Ambulatory,WI,Others,12/2012,2
McKesson,Ambulatory,NY,Others,02/2012,1
eClinicalWorks LLC,Ambulatory,AZ,Obstetrics/Gynecology,01/2013,1
Cerner,Inpatient,GA,N/A,11/2012,4
GE Healthcare,Ambulatory,NJ,Internal Medicine,12/2012,10
Others,Ambulatory,MD,Others,11/2011,14
Others,Ambulatory,MD,Others,11/2012,44
Others,Ambulatory,MI,N/A,10/2011,1
Others,Ambulatory,OH,Obstetrics/Gynecology,02/2012,25
Practice Fusion,Ambulatory,NV,Internal Medicine,08/2012,2
eClinicalWorks LLC,Ambulatory,MA,Family Practice,02/2012,10
Others,Ambulatory,CA,Obstetrics/Gynecology,07/2012,7
Others,Ambulatory,CA,Obstetrics/Gynecology,07/2011,1
Allscripts,Inpatient,WA,N/A,10/2012,1
Others,Ambulatory,MN,Gastroenterology,08/2012,6
Others,Ambulatory,SC,Internal Medicine,09/2012,3
Others,Ambulatory,SC,Internal Medicine,09/2011,12
Others,Ambulatory,NC,Podiatry,02/2012,7
Others,Inpatient,MT,N/A,08/2012,1
NextGen,Ambulatory,PA,Family Practice,04/2012,15
Allscripts,Ambulatory,VA,Podiatry,12/2012,1
Allscripts,Ambulatory,MA,Obstetrics/Gynecology,10/2012,5
McKesson,Ambulatory,PA,Family Practice,10/2012,7
Allscripts,Ambulatory,VA,Podiatry,12/2011,2
Greenway Medical,Ambulatory,MI,General Surgery,12/2011,1
Others,Ambulatory,IL,Others,02/2012,69
NextGen,Ambulatory,VA,Cardiology,06/2012,6
Others,Ambulatory,SD,Obstetrics/Gynecology,05/2012,1
Epic,Ambulatory,IL,Internal Medicine,09/2012,6
Epic,Ambulatory,IL,Internal Medicine,09/2011,9
McKesson,Ambulatory,WA,Internal Medicine,12/2012,8
Others,Ambulatory,NE,Family Practice,01/2012,6
Others,Ambulatory,NE,Family Practice,01/2013,29
eClinicalWorks LLC,Ambulatory,NY,General Surgery,11/2012,3
Others,Ambulatory,MI,Obstetrics/Gynecology,12/2012,4
Others,Ambulatory,MI,Obstetrics/Gynecology,12/2011,3
Practice Fusion,Ambulatory,OH,Podiatry,01/2012,3
McKesson,Ambulatory,TX,Others,12/2012,28
McKesson,Ambulatory,TX,Others,12/2011,3
GE Healthcare,Ambulatory,KS,Orthopedic Surgery,09/2012,6
Allscripts,Inpatient,MS,N/A,11/2011,1
Allscripts,Inpatient,MS,N/A,11/2012,1
Greenway Medical,Ambulatory,TN,General Surgery,12/2012,1
Others,Inpatient,WI,N/A,11/2012,17
Others,Inpatient,WI,N/A,11/2011,3
Cerner,Ambulatory,AR,Podiatry,07/2012,2
Epic,Inpatient,WA,N/A,10/2012,3
Others,Ambulatory,WV,Internal Medicine,02/2012,1
Epic,Ambulatory,OK,Internal Medicine,01/2013,10
Allscripts,Ambulatory,IL,Internal Medicine,08/2012,31
Allscripts,Ambulatory,IL,Internal Medicine,08/2011,2
eClinicalWorks LLC,Ambulatory,UT,Others,09/2012,1
Others,Ambulatory,LA,Orthopedic Surgery,07/2012,1
Cerner,Inpatient,PA,N/A,11/2012,31
Cerner,Inpatient,PA,N/A,11/2011,27
Greenway Medical,Ambulatory,NE,Orthopedic Surgery,10/2012,2
Allscripts,Ambulatory,MD,General Surgery,01/2013,6
Epic,Ambulatory,IL,Internal Medicine,12/2012,28
Greenway Medical,Ambulatory,CA,Internal Medicine,10/2012,1
Epic,Ambulatory,IL,Internal Medicine,12/2011,81
Others,Inpatient,IN,N/A,01/2012,4
eClinicalWorks LLC,Ambulatory,NY,Obstetrics/Gynecology,09/2011,1
eClinicalWorks LLC,Ambulatory,NY,Obstetrics/Gynecology,09/2012,1
McKesson,Ambulatory,GA,Orthopedic Surgery,01/2013,1
McKesson,Ambulatory,WI,Orthopedic Surgery,11/2012,13
eClinicalWorks LLC,Ambulatory,NY,Podiatry,02/2012,1
Practice Fusion,Ambulatory,TN,Others,08/2012,2
McKesson,Ambulatory,IL,Podiatry,11/2011,2
GE Healthcare,Ambulatory,NH,General Surgery,01/2012,1
Allscripts,Ambulatory,NC,Internal Medicine,02/2012,9
GE Healthcare,Ambulatory,MO,Gastroenterology,09/2012,7
Others,Ambulatory,IL,Podiatry,01/2012,22
Others,Ambulatory,IL,Podiatry,01/2013,86
Others,Ambulatory,IL,Family Practice,09/2011,15
McKesson,Ambulatory,NC,Others,09/2012,4
eClinicalWorks LLC,Ambulatory,NH,Obstetrics/Gynecology,01/2013,1
Others,Ambulatory,SD,Others,10/2011,8
Others,Ambulatory,SD,Others,10/2012,7
NextGen,Ambulatory,MT,General Surgery,08/2012,3
Epic,Ambulatory,ME,Others,10/2012,1
NextGen,Ambulatory,IL,Internal Medicine,07/2012,17
NextGen,Ambulatory,IL,Internal Medicine,07/2011,3
eClinicalWorks LLC,Ambulatory,MN,Internal Medicine,11/2012,2
eClinicalWorks LLC,Ambulatory,MN,Internal Medicine,11/2011,1
Others,Ambulatory,FL,Gastroenterology,07/2011,13
Others,Ambulatory,FL,Gastroenterology,07/2012,1
McKesson,Ambulatory,DE,Family Practice,05/2012,1
eClinicalWorks LLC,Ambulatory,UT,Orthopedic Surgery,01/2013,2
Cerner,Ambulatory,LA,Others,12/2012,2
Cerner,Ambulatory,LA,Others,12/2011,5
Others,Ambulatory,GA,Optometry,03/2012,1
Allscripts,Ambulatory,VA,General Surgery,09/2012,1
Allscripts,Ambulatory,TX,Obstetrics/Gynecology,06/2012,3
GE Healthcare,Ambulatory,NY,Others,05/2012,7
GE Healthcare,Ambulatory,IL,Gastroenterology,11/2012,3
NextGen,Ambulatory,NY,Obstetrics/Gynecology,09/2012,5
GE Healthcare,Ambulatory,OR,Cardiology,02/2012,1
GE Healthcare,Ambulatory,NH,Obstetrics/Gynecology,12/2012,1
NextGen,Ambulatory,MI,Cardiology,01/2013,1
NextGen,Ambulatory,MI,Cardiology,01/2012,2
Others,Ambulatory,WY,Optometry,02/2012,5
McKesson,Ambulatory,MD,Family Practice,11/2012,1
Epic,Ambulatory,NY,Internal Medicine,08/2011,22
Allscripts,Ambulatory,MO,Gastroenterology,01/2012,5
Epic,Ambulatory,NY,Internal Medicine,08/2012,1
GE Healthcare,Ambulatory,GA,Family Practice,10/2011,1
NextGen,Ambulatory,TN,Cardiology,04/2011,22
Others,Ambulatory,LA,General Surgery,12/2012,2
Allscripts,Ambulatory,CT,Gastroenterology,09/2011,3
GE Healthcare,Ambulatory,WA,Orthopedic Surgery,06/2012,4
Cerner,Inpatient,WI,Obstetrics/Gynecology,01/2013,28
Others,Ambulatory,DE,Others,06/2012,4
Allscripts,Ambulatory,OH,Obstetrics/Gynecology,01/2013,7
Allscripts,Ambulatory,IA,Orthopedic Surgery,01/2013,1
Allscripts,Ambulatory,MA,Cardiology,06/2012,19
Allscripts,Ambulatory,DE,Cardiology,12/2011,1
NextGen,Ambulatory,PA,Orthopedic Surgery,10/2012,1
eClinicalWorks LLC,Ambulatory,MD,General Surgery,12/2011,2
eClinicalWorks LLC,Ambulatory,GA,Internal Medicine,12/2012,10
eClinicalWorks LLC,Ambulatory,GA,Internal Medicine,12/2011,10
GE Healthcare,Ambulatory,MI,Internal Medicine,02/2012,1
eClinicalWorks LLC,Ambulatory,ME,Family Practice,01/2013,13
eClinicalWorks LLC,Ambulatory,ME,Family Practice,01/2012,4
Cerner,Ambulatory,TN,Family Practice,04/2012,3
eClinicalWorks LLC,Ambulatory,IN,Orthopedic Surgery,06/2012,2
GE Healthcare,Ambulatory,TN,Orthopedic Surgery,01/2013,1
Others,Ambulatory,AL,Others,09/2011,5
Greenway Medical,Ambulatory,CA,Family Practice,10/2012,8
Others,Ambulatory,AL,Others,09/2012,17
Allscripts,Ambulatory,MO,Others,11/2012,50
Allscripts,Ambulatory,MO,Others,11/2011,4
Greenway Medical,Ambulatory,MN,Internal Medicine,10/2011,1
Practice Fusion,Ambulatory,AL,Others,10/2012,3
Others,Ambulatory,OK,Internal Medicine,04/2012,4
Allscripts,Ambulatory,NH,Optometry,01/2013,2
Epic,Inpatient,IN,N/A,01/2013,2
Practice Fusion,Ambulatory,IL,Podiatry,09/2012,4
Others,Ambulatory,WA,Cardiology,01/2013,7
Others,Ambulatory,WV,Cardiology,08/2011,1
Epic,Ambulatory,OH,Others,01/2013,992
Epic,Ambulatory,OH,Others,01/2012,33
Others,Ambulatory,MS,Podiatry,05/2012,1
Others,Ambulatory,ND,Optometry,04/2012,2
Practice Fusion,Ambulatory,IL,Cardiology,02/2012,3
Allscripts,Ambulatory,WV,Orthopedic Surgery,09/2012,1
McKesson,Ambulatory,VA,Family Practice,10/2012,1
eClinicalWorks LLC,Ambulatory,IL,Internal Medicine,09/2011,4
eClinicalWorks LLC,Ambulatory,AZ,Internal Medicine,08/2011,4
eClinicalWorks LLC,Ambulatory,IL,Internal Medicine,09/2012,4
Cerner,Inpatient,IN,Gastroenterology,08/2012,1
Others,Ambulatory,TN,General Surgery,12/2011,2
eClinicalWorks LLC,Ambulatory,FL,Family Practice,01/2013,44
eClinicalWorks LLC,Ambulatory,FL,Family Practice,01/2012,15
NextGen,Ambulatory,CA,Others,04/2012,2
NextGen,Ambulatory,VA,Podiatry,12/2012,2
Epic,Ambulatory,NV,Family Practice,11/2012,4
Practice Fusion,Ambulatory,HI,Others,12/2011,1
Others,Ambulatory,WY,Others,12/2011,1
Others,Ambulatory,WY,Others,12/2012,6
Others,Ambulatory,DE,Podiatry,08/2011,2
Epic,Ambulatory,LA,General Surgery,12/2012,3
eClinicalWorks LLC,Ambulatory,MA,General Surgery,05/2012,7
eClinicalWorks LLC,Ambulatory,ME,Family Practice,06/2012,2
Others,Ambulatory,NJ,Internal Medicine,09/2011,13
Others,Ambulatory,NJ,Internal Medicine,09/2012,25
eClinicalWorks LLC,Ambulatory,CA,Obstetrics/Gynecology,07/2012,1
GE Healthcare,Ambulatory,NJ,Internal Medicine,04/2012,8
Allscripts,Ambulatory,MO,Cardiology,11/2012,5
NextGen,Ambulatory,FM,Family Practice,06/2012,1
Others,Ambulatory,TN,Others,03/2012,1
GE Healthcare,Ambulatory,NC,Others,08/2012,3
NextGen,Ambulatory,IA,Others,08/2012,10
McKesson,Ambulatory,AZ,Internal Medicine,09/2012,2
Practice Fusion,Ambulatory,CA,Podiatry,07/2012,1
Greenway Medical,Ambulatory,NY,Gastroenterology,02/2012,5
Epic,Ambulatory,IL,General Surgery,07/2012,1
Others,Ambulatory,NV,Family Practice,11/2011,3
GE Healthcare,Ambulatory,VA,Obstetrics/Gynecology,02/2012,14
Epic,Ambulatory,KY,General Surgery,11/2011,1
Others,Ambulatory,MI,Cardiology,10/2011,1
Others,Ambulatory,MI,Cardiology,10/2012,1
Practice Fusion,Ambulatory,NJ,Podiatry,07/2012,1
Others,Ambulatory,CT,Podiatry,05/2012,1
NextGen,Ambulatory,SC,Cardiology,12/2012,6
NextGen,Ambulatory,SC,Cardiology,12/2011,1
Others,Ambulatory,CT,Podiatry,05/2011,1
eClinicalWorks LLC,Ambulatory,CA,Internal Medicine,11/2012,8
eClinicalWorks LLC,Ambulatory,CA,Internal Medicine,11/2011,8
Epic,Ambulatory,AZ,Others,01/2013,6
Epic,Ambulatory,AZ,Others,01/2012,1
Allscripts,Ambulatory,AR,Others,06/2012,1
Epic,Ambulatory,WA,Obstetrics/Gynecology,10/2012,4
eClinicalWorks LLC,Ambulatory,SC,Others,08/2011,1
Allscripts,Ambulatory,MD,Family Practice,11/2011,5
Others,Ambulatory,MA,Orthopedic Surgery,11/2011,1
NextGen,Ambulatory,NH,Family Practice,06/2012,13
NextGen,Ambulatory,GA,Others,08/2012,11
GE Healthcare,Ambulatory,NC,Obstetrics/Gynecology,09/2012,3
McKesson,Inpatient,OH,N/A,04/2012,3
McKesson,Ambulatory,KS,Family Practice,06/2012,2
Others,Ambulatory,VA,Others,06/2011,6
Others,Ambulatory,VA,Others,06/2012,25
GE Healthcare,Ambulatory,TX,Family Practice,11/2012,3
eClinicalWorks LLC,Ambulatory,MA,Gastroenterology,04/2012,4
GE Healthcare,Ambulatory,GA,Internal Medicine,11/2011,2
GE Healthcare,Ambulatory,ID,Family Practice,12/2012,12
Others,Ambulatory,GA,Internal Medicine,01/2013,40
Others,Ambulatory,GA,Internal Medicine,01/2012,19
Others,Ambulatory,NJ,Cardiology,04/2012,5
Cerner,Inpatient,IL,N/A,08/2011,4
Others,Ambulatory,NY,Others,12/2011,110
GE Healthcare,Ambulatory,VA,Gastroenterology,11/2012,1
Others,Ambulatory,NY,Others,12/2012,241
eClinicalWorks LLC,Ambulatory,WA,Gastroenterology,12/2011,5
GE Healthcare,Ambulatory,MA,Orthopedic Surgery,09/2012,1
McKesson,Ambulatory,VA,Others,05/2012,1
Others,Ambulatory,AL,Others,07/2012,24
Others,Ambulatory,KY,Family Practice,01/2013,35
Others,Ambulatory,WA,Others,04/2012,8
Others,Ambulatory,RI,Internal Medicine,09/2012,1
Intermountain Healthcare,Ambulatory,UT,Obstetrics/Gynecology,12/2012,21
McKesson,Ambulatory,MD,Internal Medicine,04/2012,1
Practice Fusion,Ambulatory,GA,Others,12/2011,6
Allscripts,Ambulatory,LA,Family Practice,01/2012,2
Allscripts,Ambulatory,LA,Family Practice,01/2013,14
Others,Ambulatory,LA,Obstetrics/Gynecology,08/2011,1
NextGen,Ambulatory,IL,Others,02/2012,3
GE Healthcare,Ambulatory,NJ,Gastroenterology,02/2012,4
Epic,Ambulatory,KS,Others,05/2012,14
Allscripts,Ambulatory,CA,Others,09/2012,14
Allscripts,Ambulatory,CA,Others,09/2011,2
eClinicalWorks LLC,Ambulatory,VA,Internal Medicine,08/2012,2
Others,Ambulatory,MI,Obstetrics/Gynecology,08/2012,3
eClinicalWorks LLC,Ambulatory,NY,Family Practice,06/2012,4
McKesson,Ambulatory,MO,General Surgery,10/2012,12
NextGen,Ambulatory,IN,Podiatry,11/2012,1
Greenway Medical,Ambulatory,OH,Internal Medicine,07/2012,4
Others,Ambulatory,OH,Optometry,03/2012,1
Greenway Medical,Ambulatory,NC,Others,09/2012,2
Greenway Medical,Ambulatory,KS,Others,09/2012,1
Others,Inpatient,VA,N/A,01/2012,1
Others,Inpatient,VA,N/A,01/2013,5
Others,Ambulatory,OR,Family Practice,11/2012,22
Others,Ambulatory,OR,Family Practice,11/2011,33
Epic,Ambulatory,AR,Obstetrics/Gynecology,01/2013,2
NextGen,Ambulatory,CA,Gastroenterology,02/2012,1
GE Healthcare,Ambulatory,TX,Gastroenterology,06/2011,6
GE Healthcare,Ambulatory,TX,Gastroenterology,06/2012,1
Greenway Medical,Ambulatory,VA,Obstetrics/Gynecology,01/2012,9
Greenway Medical,Ambulatory,VA,Obstetrics/Gynecology,01/2013,38
Epic,Inpatient,NC,Orthopedic Surgery,01/2013,17
Others,Ambulatory,FL,Others,10/2012,120
Others,Ambulatory,NJ,Podiatry,01/2013,130
Others,Ambulatory,NJ,Podiatry,01/2012,28
Others,Ambulatory,OR,Podiatry,01/2012,4
Others,Ambulatory,OR,Podiatry,01/2013,15
Epic,Ambulatory,MN,Others,12/2012,83
Epic,Ambulatory,MN,Others,12/2011,53
Epic,Inpatient,WA,N/A,07/2012,1
Allscripts,Ambulatory,CO,Internal Medicine,12/2011,12
McKesson,Ambulatory,NJ,Family Practice,08/2012,7
Allscripts,Ambulatory,CO,Internal Medicine,12/2012,2
Others,Ambulatory,CA,Optometry,10/2011,3
Allscripts,Ambulatory,GA,Cardiology,10/2012,1
Others,Ambulatory,CA,Optometry,10/2012,26
eClinicalWorks LLC,Ambulatory,IN,Cardiology,12/2011,3
Epic,Ambulatory,KY,Family Practice,12/2011,42
Epic,Ambulatory,KY,Family Practice,12/2012,21
Allscripts,Ambulatory,TN,Podiatry,06/2011,1
Practice Fusion,Ambulatory,MO,Internal Medicine,11/2012,2
NextGen,Ambulatory,MD,Obstetrics/Gynecology,01/2013,9
Others,Ambulatory,MO,Obstetrics/Gynecology,01/2013,18
GE Healthcare,Ambulatory,GA,Family Practice,02/2012,10
Epic,Inpatient,IN,Cardiology,01/2013,1
Others,Ambulatory,VI,Others,01/2013,4
Others,Ambulatory,VI,Others,01/2012,1
eClinicalWorks LLC,Ambulatory,NJ,Others,01/2012,16
eClinicalWorks LLC,Ambulatory,NJ,Others,01/2013,23
GE Healthcare,Ambulatory,ID,Internal Medicine,01/2013,2
Others,Ambulatory,UT,Optometry,02/2012,3
Practice Fusion,Ambulatory,CT,Internal Medicine,12/2011,1
Practice Fusion,Ambulatory,CT,Internal Medicine,12/2012,1
Allscripts,Ambulatory,KY,Others,12/2012,25
Greenway Medical,Ambulatory,IN,Obstetrics/Gynecology,10/2011,3
Cerner,Ambulatory,OH,Podiatry,02/2012,1
Others,Ambulatory,IA,Others,12/2012,87
Allscripts,Ambulatory,NJ,Internal Medicine,04/2012,10
eClinicalWorks LLC,Ambulatory,SC,Orthopedic Surgery,12/2012,17
Others,Ambulatory,OK,Orthopedic Surgery,04/2012,1
eClinicalWorks LLC,Ambulatory,MI,Podiatry,04/2012,1
Others,Ambulatory,IA,Family Practice,04/2011,1
Others,Ambulatory,IA,Family Practice,04/2012,3
eClinicalWorks LLC,Ambulatory,MD,Others,01/2012,13
McKesson,Inpatient,NC,N/A,01/2013,1
Epic,Ambulatory,IL,Obstetrics/Gynecology,02/2012,21
Epic,Ambulatory,OH,Cardiology,11/2012,20
eClinicalWorks LLC,Ambulatory,MI,Podiatry,06/2012,1
Epic,Ambulatory,OH,Cardiology,11/2011,22
NextGen,Ambulatory,MO,Others,11/2012,1
Cerner,Inpatient,MO,Internal Medicine,05/2012,4
Practice Fusion,Ambulatory,MI,Podiatry,06/2012,3
Others,Ambulatory,CT,Podiatry,11/2011,2
Greenway Medical,Ambulatory,MD,Internal Medicine,05/2012,1
Others,Ambulatory,WA,Obstetrics/Gynecology,12/2012,1
Others,Ambulatory,CT,Cardiology,09/2012,8
GE Healthcare,Ambulatory,DC,Cardiology,02/2012,5
GE Healthcare,Ambulatory,VA,General Surgery,02/2012,6
Others,Ambulatory,WI,Internal Medicine,09/2011,1
Others,Ambulatory,WI,Internal Medicine,09/2012,13
Cerner,Ambulatory,OR,Internal Medicine,01/2013,13
GE Healthcare,Ambulatory,CA,Others,06/2012,3
Others,Inpatient,WV,N/A,06/2012,4
Others,Ambulatory,WA,Family Practice,05/2011,1
Others,Ambulatory,WA,Family Practice,05/2012,3
Others,Ambulatory,CA,Optometry,05/2012,10
Epic,Ambulatory,MD,Others,06/2012,1
eClinicalWorks LLC,Ambulatory,CT,Others,09/2012,2
Allscripts,Ambulatory,CO,Cardiology,01/2012,1
Allscripts,Ambulatory,TN,Podiatry,01/2013,6
Allscripts,Ambulatory,TN,Podiatry,01/2012,2
GE Healthcare,Ambulatory,TX,General Surgery,12/2012,2
eClinicalWorks LLC,Ambulatory,MO,Internal Medicine,11/2012,6
Others,Ambulatory,MS,Orthopedic Surgery,11/2011,11
eClinicalWorks LLC,Ambulatory,MO,Internal Medicine,11/2011,14
NextGen,Ambulatory,WI,Family Practice,01/2012,9
Allscripts,Ambulatory,CT,Family Practice,06/2012,16
NextGen,Ambulatory,ME,Internal Medicine,10/2012,2
Epic,Ambulatory,CO,Cardiology,12/2012,10
Others,Ambulatory,MA,Podiatry,07/2012,13
Allscripts,Ambulatory,SC,Others,01/2012,11
Allscripts,Ambulatory,SC,Others,01/2013,25
Others,Ambulatory,AZ,Gastroenterology,10/2012,1
Greenway Medical,Ambulatory,MO,Family Practice,04/2012,4
Allscripts,Ambulatory,DC,Cardiology,12/2012,2
Others,Ambulatory,NC,Cardiology,01/2013,34
Others,Ambulatory,NC,Cardiology,01/2012,15
Others,Ambulatory,OR,Gastroenterology,11/2012,8
Cerner,Inpatient,LA,N/A,11/2012,5
Practice Fusion,Ambulatory,IN,Internal Medicine,01/2013,4
